ISBN,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9781405528528,Age of Iron,Angus Watson,ePUB,11.99,11.99,1405528524,2014-09-02,"Little, Brown Book Group",560
9780793842902,How to Behave So Your Dog Behaves Revised and Updated 2nd Edition,Dr. Sophia Yin,ePUB,20.53,16.99,793842905,2010-07-01,"TFH Publications, Inc.",
9781310976322,Rogue,Karen Lynch,ePUB,6.84,6.84,1310976325,2015-11-24,Karen Lynch,
9780575087057,The Name of the Wind,Patrick Rothfuss,ePUB,12.99,12.99,575087056,2010-04-22,Orion,672
9781250313171,Gideon the Ninth,Tamsyn Muir,ePUB,18.47,14.99,1250313171,2019-09-10,Tor Publishing Group,
9780553903102,The Orphan's Tales,Catherynne Valente,ePUB,10.27,9.99,553903101,2006-10-31,Random House Worlds,
9780761171256,Steal Like an Artist,Austin Kleon,ePUB,19.99,19.99,761171258,2012-02-28,Workman Publishing Company,160
9780061911491,Hunger,Michael Grant,ePUB,13.99,13.99,61911496,2009-05-26,HarperCollins,608
9781405520591,The Minor Adjustment Beauty Salon,Alexander McCall Smith,ePUB,11.99,11.99,1405520590,2013-10-03,"Little, Brown Book Group",256
9780385528849,Night Shift,Stephen King,ePUB,16.12,12.99,385528841,2008-06-24,Knopf Doubleday Publishing Group,
9780141927237,Artemis Fowl and the Opal Deception,Eoin Colfer,ePUB,12.99,12.99,141927232,2006-04-06,Penguin Random House Children's UK,384
9780743491600,Star Trek,Michael Jan Friedman,ePUB,18.99,18.99,743491602,2003-09-01,Pocket Books/Star Trek,352
9780141363981,The Dark Prophecy (The Trials of Apollo Book 2),Rick Riordan,ePUB,14.99,14.99,141363983,2017-05-02,Penguin Random House Children's UK,528
9780440336358,Darkfever,Karen Marie Moning,ePUB,14.66,11.99,044033635X,2006-10-31,Random House Publishing Group,
9780544084780,The Testing Guide,Joelle Charbonneau,ePUB,4.99,4.99,544084780,2013-05-01,HarperCollins,
9780994135551,Falling For You,Leeanna Morgan,ePUB,9.25,9.25,994135556,2018-10-16,Rogan Press,
9780748113118,The Scarpetta Factor,Patricia Cornwell,ePUB,11.99,11.99,748113118,2009-10-20,"Little, Brown Book Group",512
9780755393954,Brothers in Blood (Eagles of the Empire 13),Simon Scarrow,ePUB,11.99,11.99,755393953,2014-10-09,Headline,448
9781405926416,Last Seen Alive,Claire Douglas,ePUB,15.99,15.99,1405926414,2017-07-13,Penguin Books Ltd,400
9781407068305,Out Of The Sun,Robert Goddard,ePUB,14.99,14.99,140706830X,2010-03-30,Transworld,432
9780241983409,The Beautiful Summer,Cesare Pavese,ePUB,15.99,15.99,241983401,2018-06-07,Penguin Books Ltd,112
9780241958902,The Templar's Secret,Chloe M. Palov,ePUB,15.99,15.99,241958903,2012-11-20,Penguin Books Ltd,528
9780141375649,One Of Us Is Lying,Karen M. McManus,ePUB,12.99,12.99,141375647,2017-06-01,Penguin Random House Children's UK,240
9781405920452,Crap CVs,Jenny Crompton,ePUB,14.99,14.99,1405920459,2014-10-09,Penguin Books Ltd,240
9780241988794,The Catcher in the Rye,J. D. Salinger,ePUB,15.99,15.99,241988799,2019-08-13,Penguin Books Ltd,240
9780748112555,Breaking Dawn,Stephenie Meyer,ePUB,11.99,11.99,748112553,2009-02-26,"Little, Brown Book Group",768
9780297861027,The Intimate Adventures Of A London Call Girl,Belle de Jour,ePUB,12.99,12.99,297861026,2010-03-25,Orion,304
9781407013350,Nemesis,Jo Nesbo,ePUB,15.99,15.99,1407013351,2010-04-01,Random House,720
9781409003175,Best ever recipes,Slimming World,ePUB,21.99,21.99,1409003175,2014-04-30,Ebury Publishing,208
9780755377619,A Perfect Heritage,Penny Vincenzi,ePUB,11.99,11.99,755377613,2014-06-19,Headline,528
9781118656402,Business Model Generation,Yves Pigneur Alexander Osterwalder,ePUB,45.09,45.09,1118656407,2013-02-01,Wiley Professional Development (P&T),288
9780241982099,Everything I Know About Love,Dolly Alderton,ePUB,16.99,16.99,024198209X,2018-02-01,Penguin Books Ltd,304
9780857202994,The Night Stalker,Chris Carter,ePUB,12.99,12.99,857202995,2011-08-18,Simon & Schuster UK,464
9780748111466,Bloodline,Mark Billingham,ePUB,12.99,12.99,748111468,2009-08-06,"Little, Brown Book Group",352
9780544464964,Real Baby Food,Jenna Helwig,ePUB,29.69,23.99,544464966,2024-02-27,HarperCollins,208
9780241966068,The Separation,Dinah Jefferies,ePUB,15.99,15.99,024196606X,2014-05-22,Penguin Books Ltd,320
9780748114696,Fever of the Bone,Val McDermid,ePUB,11.99,11.99,748114696,2009-09-03,"Little, Brown Book Group",448
9780241984543,Eat Yourself Healthy,Dr. Megan Rossi,ePUB,19.99,19.99,241984548,2019-09-19,Penguin Books Ltd,272
9780463273975,Tennessee Night (The 8th Jack Nightingale Novel),Stephen Leather,ePUB,8.12,8.12,463273974,2018-07-03,Stephen Leather,
9780544562363,The Fully Raw Diet,Kristina Carrillo-Bucaram,ePUB,34.99,34.99,544562364,2016-01-05,HarperCollins,272
9780141921150,The Spirit Level,Kate Pickett,ePUB,16.99,16.99,141921153,2010-11-04,Penguin Books Ltd,400
9780748111732,Academ's Fury,Jim Butcher,ePUB,11.99,11.99,748111735,2009-06-04,"Little, Brown Book Group",608
9780446539654,The Jury Master,Robert Dugoni,ePUB,17.99,17.99,446539651,2008-07-15,Grand Central Publishing,300
9780141962016,The Rule of Law,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,ePUB,15.99,15.99,141962011,2011-07-07,Penguin Books Ltd,224
9781407070605,Through a Glass Darkly,Donna Leon,ePUB,15.99,15.99,1407070606,2010-05-25,Random House,352
9780307755926,Fer-de-Lance,Rex Stout,ePUB,8.55,7.99,307755924,2010-07-21,Random House Publishing Group,
9780571342624,"Who am I, again?",Lenny Henry,ePUB,18.69,15.99,571342620,2019-10-01,Faber & Faber,352
9780141971094,The Personal MBA,Josh Kaufman,ePUB,18.99,18.99,141971096,2011-02-03,Penguin Books Ltd,464
9780718197902,Antifragile,Nassim Nicholas Taleb,ePUB,16.99,16.99,718197909,2012-11-27,Penguin Books Ltd,544
9780857863430,Orlando,Virginia Woolf,ePUB,13.74,11.99,857863436,2012-01-05,Canongate Books,192
9780241987803,State of the Union,Nick Hornby,ePUB,15.99,15.99,241987806,2019-05-07,Penguin Books Ltd,140
9780141959740,The Better Angels of Our Nature,Steven Pinker,ePUB,18.99,18.99,141959746,2011-10-06,Penguin Books Ltd,1056
9780141904252,The Outsider,Albert Camus,ePUB,15.99,15.99,141904259,2013-10-31,Penguin Books Ltd,128
9780748112562,Beyond The Shadows,Brent Weeks,ePUB,12.99,12.99,748112561,2009-06-11,"Little, Brown Book Group",736
9780297864073,Sophie's World,Jostein Gaarder,ePUB,12.99,12.99,297864076,2010-07-15,Orion,448
9780141985145,How to Change Your Mind,Michael Pollan,ePUB,15.99,15.99,141985143,2018-05-17,Penguin Books Ltd,400
9780141929552,A Moment of War,Laurie Lee,ePUB,15.99,15.99,141929553,2000-01-01,Penguin Books Ltd,192
9780241242643,The Book of Why,Judea Pearl,ePUB,16.99,16.99,241242649,2018-05-15,Penguin Books Ltd,400
9781405525404,Having A Lovely Time,Jenny Eclair,ePUB,12.99,12.99,1405525401,2012-12-06,"Little, Brown Book Group",320
9780297859666,Call The Midwife,Jennifer Worth,ePUB,11.99,11.99,297859668,2009-05-14,Orion,368
9780141927138,The Far Pavilions,M M Kaye,ePUB,15.99,15.99,141927135,2000-01-01,Penguin Books Ltd,960
9780748109272,Body Of Evidence,Patricia Cornwell,ePUB,11.99,11.99,748109277,2008-09-04,"Little, Brown Book Group",400
9780571357048,March of the Lemmings,Stewart Lee,ePUB,18.69,15.99,571357040,2019-09-03,Faber & Faber,324
9781407047201,Eragon: Book One,Christopher Paolini,ePUB,12.99,12.99,1407047205,2009-03-08,RHCB,528
9780748109265,Blow Fly,Patricia Cornwell,ePUB,11.99,11.99,748109269,2008-09-04,"Little, Brown Book Group",544
9780141903736,Charlie,Lesley Pearse,ePUB,15.99,15.99,141903732,2006-07-06,Penguin Books Ltd,704
9780141959443,Gamble,Felix Francis,ePUB,15.99,15.99,141959444,2011-09-01,Penguin Books Ltd,432
9781405909563,Fire Ice,Clive Cussler,ePUB,14.99,14.99,1405909560,2012-06-07,Penguin Books Ltd,560
9780755357222,The Blood Crows,Simon Scarrow,ePUB,11.99,11.99,755357221,2013-10-24,Headline,448
9780748113330,Alias Grace,Margaret Atwood,ePUB,12.99,12.99,748113339,2009-09-03,"Little, Brown Book Group",560
9780743483308,Path of the Assassin,Brad Thor,ePUB,9.99,9.99,743483308,2003-04-15,Atria Books,384
9780241980750,The Sapphire Widow,Dinah Jefferies,ePUB,15.99,15.99,241980755,2018-04-05,Penguin Books Ltd,400
9780670920501,What Are You Looking At?,Will Gompertz,ePUB,16.99,16.99,670920509,2012-09-06,Penguin Books Ltd,464
9780547526843,Gettysburg,Stephen W. Sears,ePUB,11.99,11.99,547526849,2004-11-03,HarperCollins,640
9781405932547,The Snow Girls,Chris Mooney,ePUB,15.99,15.99,1405932546,2018-11-15,Penguin Books Ltd,400
9781405909754,You're Not Safe,Mary Burton,ePUB,15.99,15.99,1405909757,2014-08-14,Penguin Books Ltd,432
9780943217123,The Tibetan Book of the Dead,Karma-glin-pa (Karma Lingpa),ePUB,4.39,4.39,943217121,2010-09-13,Summum,
9780141975962,The Rise and Fall of the British Nation,David Edgerton,ePUB,18.99,18.99,141975962,2018-06-28,Penguin Books Ltd,720
9780857896315,The Case of the Missing Boyfriend,Nick Alexander,ePUB,5.99,5.99,857896318,2011-08-01,Corvus,200
9780748122851,The Hunter,Tom Wood,ePUB,11.99,11.99,748122850,2011-05-12,"Little, Brown Book Group",400
9781643750163,Ordinary Girls,Jaquira DÃ­az,ePUB,23.99,23.99,164375016X,2019-10-29,Algonquin Books,
9781119387565,INSPIRED,Marty Cagan,ePUB,32.99,32.99,1119387566,2017-11-21,Wiley,368
9780241379011,Couples That Work,Jennifer Petriglieri,ePUB,18.99,18.99,241379016,2019-10-10,Penguin Books Ltd,304
9780241345719,The Light that Failed,Ivan Krastev,ePUB,15.99,15.99,241345715,2019-10-31,Penguin Books Ltd,256
9780141901916,Notes on a Scandal,ZoÃ« Heller,ePUB,15.99,15.99,141901918,2007-01-18,Penguin Books Ltd,256
9780241965610,How to be Both,Ali Smith,ePUB,15.99,15.99,241965616,2014-08-28,Penguin Books Ltd,320
9780141914732,Golden Buddha,Clive Cussler,ePUB,14.99,14.99,141914734,2012-07-05,Penguin Books Ltd,544
9781405522779,The Collector,Nora Roberts,ePUB,11.99,11.99,1405522771,2014-04-15,"Little, Brown Book Group",496
9780349139876,Orange Is the New Black,Piper Kerman,ePUB,11.99,11.99,349139873,2013-07-11,"Little, Brown Book Group",352
9780141909455,Sniper One,Dan Mills,ePUB,14.99,14.99,141909455,2008-05-15,Penguin Books Ltd,384
9781405913867,Christmas at the Ragdoll Orphanage,Suzanne Lambert,ePUB,14.99,14.99,140591386X,2013-11-07,Penguin Books Ltd,304
9780716022527,The Curry Secret,Kris Dhillon,ePUB,6.99,6.99,716022524,2009-10-09,"Little, Brown Book Group",160
9780575088436,Time of Contempt,Andrzej Sapkowski,ePUB,12.99,12.99,575088435,2013-06-24,Orion,320
9781407073361,Cider With Rosie,Laurie Lee Mbe Mbe,ePUB,14.99,14.99,1407073362,2011-08-19,Random House,240
9780670922888,The Charisma Myth,Olivia Fox Cabane,ePUB,16.99,16.99,670922889,2012-10-01,Penguin Books Ltd,272
9780748109951,The Wasp Factory,Iain Banks,ePUB,11.99,11.99,748109951,2008-09-04,"Little, Brown Book Group",256
9780748128624,The Traitor Queen,Trudi Canavan,ePUB,12.99,12.99,074812862X,2012-08-02,"Little, Brown Book Group",592
9781250175816,The Deceivers,Kristen Simmons,ePUB,14.95,11.99,125017581X,2019-02-05,Tor Publishing Group,
9780575085909,Red Seas Under Red Skies : Gentleman Bastard,Scott Lynch,ePUB,12.99,12.99,575085908,2009-03-12,Orion,640
9780718186395,Trust No One,Anthony Mosawi,ePUB,15.99,15.99,718186397,2018-06-01,Penguin Books Ltd,400
9780999048139,Solis,Kat Ross,ePUB,4.39,4.39,999048139,2021-08-01,Acorn Publishing,
9780241957141,The Invisible Bridge,Julie Orringer,ePUB,15.99,15.99,241957141,2011-03-29,Penguin Books Ltd,624
9781405927697,Typhoon Fury,Clive Cussler,ePUB,15.99,15.99,1405927690,2017-11-16,Penguin Books Ltd,480
9780748123070,Santaland Diaries,David Sedaris,ePUB,12.99,12.99,748123075,2010-08-05,"Little, Brown Book Group",160
9780141919140,Percy Jackson and the Battle of the Labyrinth,Rick Riordan,ePUB,12.99,12.99,141919140,2009-03-05,Penguin Books Ltd,352
9780575097476,Warbreaker,Brandon Sanderson,ePUB,11.99,11.99,575097477,2011-12-29,Orion,688
9781405522519,Mindfulness for Health,Vidyamala Burch,ePUB,15.99,15.99,1405522518,2013-09-05,"Little, Brown Book Group",288
9780735214163,Profit First,Mike Michalowicz,ePUB,29.14,23.99,735214166,2017-01-18,Penguin Publishing Group,
9780241969014,Our Endless Numbered Days,Claire Fuller,ePUB,15.99,15.99,241969018,2015-02-26,Penguin Books Ltd,368
9780141961392,Hothouse Flower,Lucinda Riley,ePUB,15.99,15.99,141961392,2010-11-25,Penguin Books Ltd,592
9780141917320,Your Blue-Eyed Boy,Helen Dunmore,ePUB,15.99,15.99,141917326,2008-03-27,Penguin Books Ltd,256
9780748117222,A Memory of Light,Robert Jordan,ePUB,11.99,11.99,748117229,2013-04-09,"Little, Brown Book Group",768
9780544147775,Ruth's First Christmas Tree,Elly Griffiths,ePUB,4.99,4.99,544147774,2012-12-11,HarperCollins,
9780755350841,The Eagle's Conquest (Eagles of the Empire 2),Simon Scarrow,ePUB,12.99,12.99,755350847,2008-09-04,Headline,448
9780748110049,Matter,Iain M. Banks,ePUB,12.99,12.99,748110046,2008-09-04,"Little, Brown Book Group",608
9780571301751,The Rotten Heart of Europe,Bernard Connolly,ePUB,13.19,11.99,571301754,2013-01-15,Faber & Faber,480
9780575104181,Steelheart,Brandon Sanderson,ePUB,11.99,11.99,057510418X,2013-09-26,Orion,400
9780141964041,Thursday's Child,Nicci French,ePUB,15.99,15.99,141964049,2014-04-10,Penguin Books Ltd,320
9780748120505,The Dying Hours,Mark Billingham,ePUB,12.99,12.99,748120505,2013-05-23,"Little, Brown Book Group",416
9780241984925,We are the Weather,Jonathan Safran Foer,ePUB,15.99,15.99,241984920,2019-09-17,Penguin Books Ltd,352
9780755359714,Small Island,Andrea Levy,ePUB,12.99,12.99,755359712,2009-04-30,Headline,422
9780297864004,Caesar,Adrian Goldsworthy,ePUB,17.99,17.99,297864009,2013-04-18,Orion,704
9780141963792,If Beale Street Could Talk,James Baldwin,ePUB,15.99,15.99,141963794,2000-01-01,Penguin Books Ltd,240
9780297859147,Testament of Youth,Vera Brittain,ePUB,12.99,12.99,297859145,2009-07-16,Orion,608
9780755399611,A Liverpool Legacy,Anne Baker,ePUB,11.99,11.99,755399617,2013-11-21,Headline,384
9780748116607,Ghost Story,Jim Butcher,ePUB,12.99,12.99,748116605,2011-07-28,"Little, Brown Book Group",416
9781405934893,The Mist,Ragnar JÃ³nasson,ePUB,15.99,15.99,1405934891,2020-04-30,Penguin Books Ltd,320
9780141964034,Waiting for Wednesday,Nicci French,ePUB,15.99,15.99,141964030,2013-06-20,Penguin Books Ltd,384
9780241965214,Funny Girl,Nick Hornby,ePUB,15.99,15.99,241965217,2014-11-06,Penguin Books Ltd,256
9780307792419,Caves of Steel,Isaac Asimov,ePUB,13.19,10.99,307792412,2011-04-13,Random House Publishing Group,
9781101117996,The Divine Comedy,Dante Alighieri,ePUB,25.7,20.99,1101117990,2003-05-27,Penguin Publishing Group,928
9780988564107,Widdershins,Jordan L. Hawk,ePUB,6.99,6.99,988564106,2012-12-03,Widdershins Press LLC,
9780141930961,A Load of Old Tripe,Gervase Phinn,ePUB,14.99,14.99,141930969,2009-11-05,Penguin Books Ltd,144
9780473330347,Innocent Next Door,Shelley Munro,ePUB,5.99,5.99,473330342,2018-10-15,Munro Press,
9781405922296,Tom Clancy's True Faith and Allegiance,Mark Greaney,ePUB,15.99,15.99,140592229X,2016-12-01,Penguin Books Ltd,496
9780575104426,Dune Messiah,Frank Herbert,ePUB,24.99,24.99,575104422,2011-07-14,Orion,416
9780241341049,Everything is Figureoutable,Marie Forleo,ePUB,4.99,4.99,241341043,2019-09-12,Penguin Books Ltd,240
9780241963333,The Cleaner of Chartres,Salley Vickers,ePUB,15.99,15.99,241963338,2012-11-01,Penguin Books Ltd,304
9780749012106,Yew Tree Gardens,Anna Jacobs,ePUB,14.38,12.99,749012102,2012-07-30,Allison & Busby,320
9781101209356,A Maiden's Grave,Jeffery Deaver,ePUB,14.66,11.99,1101209356,2000-01-01,Penguin Publishing Group,
9780748109258,Black Notice,Patricia Cornwell,ePUB,11.99,11.99,748109250,2008-09-04,"Little, Brown Book Group",480
9781407019666,Memoirs of a Geisha,Arthur Golden,ePUB,15.99,15.99,140701966X,2008-12-02,Random House,512
9780241986554,Agent Running in the Field,John le CarrÃ©,ePUB,15.99,15.99,241986559,2019-10-17,Penguin Books Ltd,272
9781407086767,The Third Man and the Fallen Idol,Graham Greene,ePUB,15.99,15.99,1407086766,2010-10-02,Random House,160
9781101621615,A Mind For Numbers,Barbara Oakley PhD,ePUB,25.7,20.99,1101621613,2014-07-31,Penguin Publishing Group,272
9781101990018,Brave the Tempest,Karen Chance,ePUB,11.72,10.99,1101990015,2019-07-30,Penguin Publishing Group,
9780241964262,The Man in the High Castle,Philip K. Dick,ePUB,15.99,15.99,241964261,2012-08-02,Penguin Books Ltd,272
9781405934633,The Glass Woman,Caroline Lea,ePUB,15.99,15.99,1405934638,2019-02-07,Penguin Books Ltd,464
9780755350766,Two Women,Martina Cole,ePUB,11.99,11.99,755350766,2008-09-04,Headline,672
9780755373970,No One Left To Tell (The Baltimore Series Book 2),Karen Rose,ePUB,11.99,11.99,755373979,2012-01-05,Headline,451
9780698140325,A Grave Matter,Anna Lee Huber,ePUB,13.7,11.99,069814032X,2014-07-01,Penguin Publishing Group,1
9780241984642,I Looked Away,Jane Corry,ePUB,15.99,15.99,241984645,2019-06-21,Penguin Books Ltd,464
9780241985427,Grandmothers,Salley Vickers,ePUB,15.99,15.99,241985420,2019-11-07,Penguin Books Ltd,400
9780141339214,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,ePUB,9.99,9.99,141339217,2013-10-08,Penguin Books Ltd,560
9780751561418,Splinter the Silence,Val McDermid,ePUB,16.99,16.99,075156141X,2015-08-27,"Little, Brown Book Group",400
9780141391601,Lolita,Vladimir Nabokov,ePUB,15.99,15.99,014139160X,2012-07-27,Penguin Books Ltd,336
9780486113708,The Elements of Style,William Strunk Jr.,ePUB,5.8,5.8,486113701,2012-03-07,Dover Publications,64
9780141911137,The Corfu Trilogy,Gerald Durrell,ePUB,18.99,18.99,141911131,2006-08-03,Penguin Books Ltd,768
9780755380558,The Snow Child,Eowyn Ivey,ePUB,12.99,12.99,075538055X,2012-02-01,Headline,318
9781118968079,Value Proposition Design,,PDF,41.79,41.79,1118968077,2014-10-20,Wiley Professional Development (P&T),0
9781400888023,The Moral Economists,Tim Rogan,ePUB,47.29,37.99,1400888026,2017-12-18,Princeton University Press,280
9780993413018,Seven Steps from Snowdon to Everest,Mark Horrell,ePUB,7.99,7.99,993413013,2020-02-24,Mountain Footsteps Press,
9780141903491,Outliers,Malcolm Gladwell,ePUB,15.99,15.99,014190349X,2008-11-18,Penguin Books Ltd,320
9780748109487,Point Of Origin,Patricia Cornwell,ePUB,11.99,11.99,074810948X,2008-09-04,"Little, Brown Book Group",448
9780356511078,The Labyrinth Index,Charles Stross,ePUB,12.99,12.99,356511073,2018-10-30,"Little, Brown Book Group",368
9780575097766,The Hero of Ages,Brandon Sanderson,ePUB,11.99,11.99,575097760,2010-03-30,Orion,768
9781250232984,Made Things,Adrian Tchaikovsky,ePUB,6.22,5.99,1250232988,2019-11-05,Tor Publishing Group,
9780463163801,Pulled by the Tail,Nancey Cummings,ePUB,5.99,5.99,046316380X,2019-07-29,Menura Press,
9780575097759,The Well of Ascension,Brandon Sanderson,ePUB,11.99,11.99,575097752,2010-03-30,Orion,800
9780241399378,Novacene,James Lovelock,ePUB,16.99,16.99,241399378,2019-07-04,Penguin Books Ltd,160
9780753546413,The Ancient Secret of the Fountain of Youth,Peter Kelder,ePUB,18.99,18.99,753546418,2011-10-06,Ebury Publishing,128
